month,bidding_no,vehicle_class,quota,bids_success,bids_received,premium,cpi_all_items,sora
2010-01-01,1,Category A,1152,1145,1342,18502,85.709,0.1309
2010-01-01,1,Category B,687,679,883,19190,85.709,0.1309
2010-01-01,1,Category C,173,173,265,19001,85.709,0.1309
2010-01-01,1,Category D,373,365,509,889,85.709,0.1309
2010-01-01,1,Category E,586,567,1011,19889,85.709,0.1309
2010-01-01,2,Category A,1151,1149,1673,20501,85.709,0.1309
2010-01-01,2,Category B,717,717,1105,22400,85.709,0.1309
2010-01-01,2,Category C,181,173,280,20090,85.709,0.1309
2010-01-01,2,Category D,378,378,551,852,85.709,0.1309
2010-01-01,2,Category E,588,579,1322,21899,85.709,0.1309
2010-02-01,1,Category A,1154,1153,1326,19989,85.863,0.2924
2010-02-01,1,Category B,693,690,930,23180,85.863,0.2924
2010-02-01,1,Category C,165,162,250,21390,85.863,0.2924
2010-02-01,1,Category D,371,349,525,852,85.863,0.2924
2010-02-01,1,Category E,601,596,1069,22401,85.863,0.2924
2010-02-01,2,Category A,1148,1148,1493,20340,85.863,0.2924
2010-02-01,2,Category B,685,658,956,23889,85.863,0.2924
2010-02-01,2,Category C,173,170,285,23501,85.863,0.2924
2010-02-01,2,Category D,363,355,472,1001,85.863,0.2924
2010-02-01,2,Category E,590,587,1255,24229,85.863,0.2924
2010-03-01,1,Category A,1148,1141,1758,20802,86.131,0.1856
2010-03-01,1,Category B,688,667,1087,26389,86.131,0.1856
2010-03-01,1,Category C,168,164,257,27001,86.131,0.1856
2010-03-01,1,Category D,385,383,467,1159,86.131,0.1856
2010-03-01,1,Category E,587,575,1184,27590,86.131,0.1856
2010-03-01,2,Category A,1146,1137,2183,28389,86.131,0.1856
2010-03-01,2,Category B,711,699,1207,36089,86.131,0.1856
2010-03-01,2,Category C,168,141,341,32890,86.131,0.1856
2010-03-01,2,Category D,371,368,495,1200,86.131,0.1856
2010-03-01,2,Category E,584,554,1507,42001,86.131,0.1856
2010-04-01,1,Category A,705,597,1379,34001,86.821,0.0673
2010-04-01,1,Category B,571,571,858,45501,86.821,0.0673
2010-04-01,1,Category C,180,167,329,36511,86.821,0.0673
2010-04-01,1,Category D,338,334,409,1221,86.821,0.0673
2010-04-01,1,Category E,372,328,856,49000,86.821,0.0673
2010-04-01,2,Category A,706,704,1242,30000,86.821,0.0673
2010-04-01,2,Category B,561,549,896,40001,86.821,0.0673
2010-04-01,2,Category C,203,203,298,35556,86.821,0.0673
2010-04-01,2,Category D,339,311,383,1253,86.821,0.0673
2010-04-01,2,Category E,390,383,709,43003,86.821,0.0673
2010-05-01,1,Category A,806,798,1294,26102,87.322,0.0906
2010-05-01,1,Category B,550,547,869,38000,87.322,0.0906
2010-05-01,1,Category C,189,187,329,32501,87.322,0.0906
2010-05-01,1,Category D,340,317,415,1252,87.322,0.0906
2010-05-01,1,Category E,404,403,857,39002,87.322,0.0906
2010-05-01,2,Category A,699,697,1036,27389,87.322,0.0906
2010-05-01,2,Category B,561,553,715,34600,87.322,0.0906
2010-05-01,2,Category C,176,170,296,29389,87.322,0.0906
2010-05-01,2,Category D,364,360,468,1312,87.322,0.0906
2010-05-01,2,Category E,367,365,608,39000,87.322,0.0906
2010-06-01,1,Category A,706,704,1107,30051,86.903,0.092
2010-06-01,1,Category B,553,546,779,40002,86.903,0.092
2010-06-01,1,Category C,178,177,273,30189,86.903,0.092
2010-06-01,1,Category D,359,344,504,1452,86.903,0.092
2010-06-01,1,Category E,361,322,639,41000,86.903,0.092
2010-06-01,2,Category A,699,697,902,31510,86.903,0.092
2010-06-01,2,Category B,557,554,720,39911,86.903,0.092
2010-06-01,2,Category C,182,175,253,31689,86.903,0.092
2010-06-01,2,Category D,340,339,376,1454,86.903,0.092
2010-06-01,2,Category E,362,359,682,41006,86.903,0.092
2010-07-01,1,Category A,700,676,893,29501,87.595,0.1828
2010-07-01,1,Category B,557,557,671,35909,87.595,0.1828
2010-07-01,1,Category C,177,176,277,31389,87.595,0.1828
2010-07-01,1,Category D,351,347,476,1320,87.595,0.1828
2010-07-01,1,Category E,399,399,660,41010,87.595,0.1828
2010-07-01,2,Category A,699,691,967,36162,87.595,0.1828
2010-07-01,2,Category B,552,548,890,42889,87.595,0.1828
2010-07-01,2,Category C,183,182,285,30601,87.595,0.1828
2010-07-01,2,Category D,337,334,372,1290,87.595,0.1828
2010-07-01,2,Category E,363,357,725,43565,87.595,0.1828
2010-08-01,1,Category A,622,589,786,32104,88,0.1459
2010-08-01,1,Category B,479,479,662,43334,88,0.1459
2010-08-01,1,Category C,205,205,284,30112,88,0.1459
2010-08-01,1,Category D,336,326,384,1301,88,0.1459
2010-08-01,1,Category E,309,308,594,42901,88,0.1459
2010-08-01,2,Category A,606,606,975,29000,88,0.1459
2010-08-01,2,Category B,482,472,683,42810,88,0.1459
2010-08-01,2,Category C,206,205,275,30002,88,0.1459
2010-08-01,2,Category D,335,330,369,1251,88,0.1459
2010-08-01,2,Category E,315,315,583,43501,88,0.1459
2010-09-01,1,Category A,631,628,775,33089,88.081,0.1147
2010-09-01,1,Category B,479,479,757,44129,88.081,0.1147
2010-09-01,1,Category C,204,190,291,33000,88.081,0.1147
2010-09-01,1,Category D,342,329,453,1502,88.081,0.1147
2010-09-01,1,Category E,310,308,460,44001,88.081,0.1147
2010-09-01,2,Category A,597,547,993,30001,88.081,0.1147
2010-09-01,2,Category B,488,488,648,42501,88.081,0.1147
2010-09-01,2,Category C,206,201,271,31001,88.081,0.1147
2010-09-01,2,Category D,338,337,364,1452,88.081,0.1147
2010-09-01,2,Category E,309,307,520,43290,88.081,0.1147
2010-10-01,1,Category A,601,601,722,33132,88.444,0.0688
2010-10-01,1,Category B,479,476,630,42801,88.444,0.0688
2010-10-01,1,Category C,218,217,287,30889,88.444,0.0688
2010-10-01,1,Category D,345,320,422,1502,88.444,0.0688
2010-10-01,1,Category E,311,304,518,44090,88.444,0.0688
2010-10-01,2,Category A,647,647,817,32415,88.444,0.0688
2010-10-01,2,Category B,479,478,766,44600,88.444,0.0688
2010-10-01,2,Category C,210,210,287,30511,88.444,0.0688
2010-10-01,2,Category D,333,304,430,1689,88.444,0.0688
2010-10-01,2,Category E,311,287,455,44900,88.444,0.0688
2010-11-01,1,Category A,598,598,843,34001,88.736,0.153
2010-11-01,1,Category B,482,482,718,45501,88.736,0.153
2010-11-01,1,Category C,205,201,270,31006,88.736,0.153
2010-11-01,1,Category D,357,352,414,1452,88.736,0.153
2010-11-01,1,Category E,316,312,497,46001,88.736,0.153
2010-11-01,2,Category A,597,577,833,39000,88.736,0.153
2010-11-01,2,Category B,480,459,709,47890,88.736,0.153
2010-11-01,2,Category C,205,202,241,31202,88.736,0.153
2010-11-01,2,Category D,361,324,424,1502,88.736,0.153
2010-11-01,2,Category E,333,332,634,49890,88.736,0.153
2010-12-01,1,Category A,598,582,1020,47604,89.266,0.1181
2010-12-01,1,Category B,479,477,1034,62502,89.266,0.1181
2010-12-01,1,Category C,208,207,294,32001,89.266,0.1181
2010-12-01,1,Category D,337,329,410,1701,89.266,0.1181
2010-12-01,1,Category E,313,313,674,64900,89.266,0.1181
2010-12-01,2,Category A,617,607,755,46129,89.266,0.1181
2010-12-01,2,Category B,499,494,872,72001,89.266,0.1181
2010-12-01,2,Category C,208,205,300,33501,89.266,0.1181
2010-12-01,2,Category D,369,362,406,1551,89.266,0.1181
2010-12-01,2,Category E,311,302,463,76102,89.266,0.1181
2011-01-01,1,Category A,614,602,1192,38889,90.219,0.2185
2011-01-01,1,Category B,481,474,790,69000,90.219,0.2185
2011-01-01,1,Category C,205,205,294,35111,90.219,0.2185
2011-01-01,1,Category D,340,337,398,1503,90.219,0.2185
2011-01-01,1,Category E,309,305,475,75789,90.219,0.2185
2011-01-01,2,Category A,607,606,1091,40123,90.219,0.2185
2011-01-01,2,Category B,483,482,700,58910,90.219,0.2185
2011-01-01,2,Category C,207,196,272,30000,90.219,0.2185
2011-01-01,2,Category D,339,335,458,1690,90.219,0.2185
2011-01-01,2,Category E,319,312,433,67009,90.219,0.2185
2011-02-01,1,Category A,523,501,1146,37124,90.259,0.0707
2011-02-01,1,Category B,431,431,640,53400,90.259,0.0707
2011-02-01,1,Category C,275,275,356,28589,90.259,0.0707
2011-02-01,1,Category D,328,328,417,1819,90.259,0.0707
2011-02-01,1,Category E,333,326,648,58890,90.259,0.0707
2011-02-01,2,Category A,511,494,788,42999,90.259,0.0707
2011-02-01,2,Category B,424,423,726,62000,90.259,0.0707
2011-02-01,2,Category C,287,282,368,29011,90.259,0.0707
2011-02-01,2,Category D,330,294,461,2001,90.259,0.0707
2011-02-01,2,Category E,336,335,558,62001,90.259,0.0707
2011-03-01,1,Category A,532,530,875,42600,90.341,0.1574
2011-03-01,1,Category B,424,423,667,61894,90.341,0.1574
2011-03-01,1,Category C,276,276,360,30001,90.341,0.1574
2011-03-01,1,Category D,325,310,490,2604,90.341,0.1574
2011-03-01,1,Category E,336,324,574,62010,90.341,0.1574
2011-03-01,2,Category A,527,472,927,43813,90.341,0.1574
2011-03-01,2,Category B,424,424,579,57002,90.341,0.1574
2011-03-01,2,Category C,281,279,371,29690,90.341,0.1574
2011-03-01,2,Category D,362,362,429,2534,90.341,0.1574
2011-03-01,2,Category E,330,330,458,59073,90.341,0.1574
2011-04-01,1,Category A,512,511,813,43212,91.312,0.1239
2011-04-01,1,Category B,425,410,542,55001,91.312,0.1239
2011-04-01,1,Category C,276,275,316,28189,91.312,0.1239
2011-04-01,1,Category D,340,335,500,2490,91.312,0.1239
2011-04-01,1,Category E,341,340,454,57100,91.312,0.1239
2011-04-01,2,Category A,565,552,964,44000,91.312,0.1239
2011-04-01,2,Category B,423,422,627,56801,91.312,0.1239
2011-04-01,2,Category C,277,269,346,23900,91.312,0.1239
2011-04-01,2,Category D,326,326,478,2502,91.312,0.1239
2011-04-01,2,Category E,330,329,484,56001,91.312,0.1239
2011-05-01,1,Category A,511,511,944,44790,91.183,0.0884
2011-05-01,1,Category B,439,439,650,56011,91.183,0.0884
2011-05-01,1,Category C,277,277,366,21889,91.183,0.0884
2011-05-01,1,Category D,330,328,481,2253,91.183,0.0884
2011-05-01,1,Category E,330,321,498,56490,91.183,0.0884
2011-05-01,2,Category A,523,521,760,46989,91.183,0.0884
2011-05-01,2,Category B,424,424,564,56300,91.183,0.0884
2011-05-01,2,Category C,283,279,381,22989,91.183,0.0884
2011-05-01,2,Category D,326,324,486,2013,91.183,0.0884
2011-05-01,2,Category E,331,322,470,56889,91.183,0.0884
2011-06-01,1,Category A,510,506,880,53390,91.406,0.0728
2011-06-01,1,Category B,424,403,759,63000,91.406,0.0728
2011-06-01,1,Category C,276,276,457,29006,91.406,0.0728
2011-06-01,1,Category D,327,327,507,2491,91.406,0.0728
2011-06-01,1,Category E,338,295,530,62000,91.406,0.0728
2011-06-01,2,Category A,512,512,715,50244,91.406,0.0728
2011-06-01,2,Category B,423,410,684,67700,91.406,0.0728
2011-06-01,2,Category C,279,270,391,31089,91.406,0.0728
2011-06-01,2,Category D,328,322,367,2290,91.406,0.0728
2011-06-01,2,Category E,339,334,468,65490,91.406,0.0728
2011-07-01,1,Category A,514,497,839,55989,92.311,0.0207
2011-07-01,1,Category B,445,444,728,68501,92.311,0.0207
2011-07-01,1,Category C,276,276,375,32590,92.311,0.0207
2011-07-01,1,Category D,325,323,369,2360,92.311,0.0207
2011-07-01,1,Category E,372,342,509,68811,92.311,0.0207
2011-07-01,2,Category A,510,501,776,56002,92.311,0.0207
2011-07-01,2,Category B,436,436,626,72501,92.311,0.0207
2011-07-01,2,Category C,284,281,393,34502,92.311,0.0207
2011-07-01,2,Category D,332,332,496,2012,92.311,0.0207
2011-07-01,2,Category E,335,328,459,74490,92.311,0.0207
2011-08-01,1,Category A,566,566,1034,48801,92.977,0.0559
2011-08-01,1,Category B,354,349,469,70890,92.977,0.0559
2011-08-01,1,Category C,241,239,383,34009,92.977,0.0559
2011-08-01,1,Category D,390,390,470,1890,92.977,0.0559
2011-08-01,1,Category E,360,360,488,70117,92.977,0.0559
2011-08-01,2,Category A,557,557,927,49301,92.977,0.0559
2011-08-01,2,Category B,353,353,527,65521,92.977,0.0559
2011-08-01,2,Category C,245,237,367,32289,92.977,0.0559
2011-08-01,2,Category D,387,382,471,1999,92.977,0.0559
2011-08-01,2,Category E,337,335,516,67000,92.977,0.0559
2011-09-01,1,Category A,548,547,794,51000,92.821,0.0476
2011-09-01,1,Category B,359,356,496,63002,92.821,0.0476
2011-09-01,1,Category C,243,236,328,31900,92.821,0.0476
2011-09-01,1,Category D,388,382,532,2339,92.821,0.0476
2011-09-01,1,Category E,330,329,466,65589,92.821,0.0476
2011-09-01,2,Category A,548,531,951,48006,92.821,0.0476
2011-09-01,2,Category B,353,353,469,64889,92.821,0.0476
2011-09-01,2,Category C,250,248,325,30089,92.821,0.0476
2011-09-01,2,Category D,392,392,492,2109,92.821,0.0476
2011-09-01,2,Category E,332,332,449,62502,92.821,0.0476
2011-10-01,1,Category A,549,549,793,50289,93.184,0.0844
2011-10-01,1,Category B,356,353,524,63600,93.184,0.0844
2011-10-01,1,Category C,249,247,348,32801,93.184,0.0844
2011-10-01,1,Category D,394,394,486,2078,93.184,0.0844
2011-10-01,1,Category E,331,331,452,65058,93.184,0.0844
2011-10-01,2,Category A,565,554,873,56112,93.184,0.0844
2011-10-01,2,Category B,353,353,633,75889,93.184,0.0844
2011-10-01,2,Category C,244,229,354,37011,93.184,0.0844
2011-10-01,2,Category D,387,380,486,2091,93.184,0.0844
2011-10-01,2,Category E,330,306,518,73600,93.184,0.0844
2011-11-01,1,Category A,548,547,766,55997,93.703,0.0424
2011-11-01,1,Category B,356,355,551,77000,93.703,0.0424
2011-11-01,1,Category C,244,244,365,40803,93.703,0.0424
2011-11-01,1,Category D,388,359,429,2012,93.703,0.0424
2011-11-01,1,Category E,330,311,507,78001,93.703,0.0424
2011-11-01,2,Category A,559,541,756,54887,93.703,0.0424
2011-11-01,2,Category B,353,338,518,77340,93.703,0.0424
2011-11-01,2,Category C,256,248,335,40189,93.703,0.0424
2011-11-01,2,Category D,394,389,469,1889,93.703,0.0424
2011-11-01,2,Category E,355,352,496,75889,93.703,0.0424
2011-12-01,1,Category A,549,543,781,52392,94.155,0.1011
2011-12-01,1,Category B,354,351,474,72350,94.155,0.1011
2011-12-01,1,Category C,242,242,334,40009,94.155,0.1011
2011-12-01,1,Category D,416,415,451,1902,94.155,0.1011
2011-12-01,1,Category E,349,335,489,74340,94.155,0.1011
2011-12-01,2,Category A,566,457,878,50001,94.155,0.1011
2011-12-01,2,Category B,368,368,464,70003,94.155,0.1011
2011-12-01,2,Category C,249,249,361,39589,94.155,0.1011
2011-12-01,2,Category D,392,386,456,1481,94.155,0.1011
2011-12-01,2,Category E,334,285,521,71000,94.155,0.1011
2012-01-01,1,Category A,554,554,901,46889,94.66,0.0937
2012-01-01,1,Category B,356,356,511,65801,94.66,0.0937
2012-01-01,1,Category C,242,239,357,38699,94.66,0.0937
2012-01-01,1,Category D,388,386,434,1682,94.66,0.0937
2012-01-01,1,Category E,344,341,530,65700,94.66,0.0937
2012-01-01,2,Category A,657,652,903,48112,94.66,0.0937
2012-01-01,2,Category B,353,351,537,67889,94.66,0.0937
2012-01-01,2,Category C,241,236,405,44001,94.66,0.0937
2012-01-01,2,Category D,393,390,517,1552,94.66,0.0937
2012-01-01,2,Category E,380,375,538,67101,94.66,0.0937
2012-02-01,1,Category A,619,571,1058,52809,94.579,0.0517
2012-02-01,1,Category B,350,346,635,73890,94.579,0.0517
2012-02-01,1,Category C,162,158,307,49801,94.579,0.0517
2012-02-01,1,Category D,412,409,512,1802,94.579,0.0517
2012-02-01,1,Category E,312,312,425,73801,94.579,0.0517
2012-02-01,2,Category A,624,607,1017,57009,94.579,0.0517
2012-02-01,2,Category B,351,348,580,78189,94.579,0.0517
2012-02-01,2,Category C,164,149,248,52004,94.579,0.0517
2012-02-01,2,Category D,413,389,509,2012,94.579,0.0517
2012-02-01,2,Category E,314,296,507,78000,94.579,0.0517
2012-03-01,1,Category A,667,649,912,56551,95.224,0.0367
2012-03-01,1,Category B,354,352,626,79304,95.224,0.0367
2012-03-01,1,Category C,163,159,247,50009,95.224,0.0367
2012-03-01,1,Category D,413,407,474,1490,95.224,0.0367
2012-03-01,1,Category E,309,309,492,76881,95.224,0.0367
2012-03-01,2,Category A,636,626,1067,56501,95.224,0.0367
2012-03-01,2,Category B,352,352,529,82003,95.224,0.0367
2012-03-01,2,Category C,174,174,241,51511,95.224,0.0367
2012-03-01,2,Category D,434,433,584,2000,95.224,0.0367
2012-03-01,2,Category E,327,327,449,80101,95.224,0.0367
2012-04-01,1,Category A,637,615,960,58501,95.718,0.0779
2012-04-01,1,Category B,352,348,483,83700,95.718,0.0779
2012-04-01,1,Category C,163,163,222,53989,95.718,0.0779
2012-04-01,1,Category D,416,416,542,1896,95.718,0.0779
2012-04-01,1,Category E,309,307,413,84590,95.718,0.0779
2012-04-01,2,Category A,629,618,1011,64201,95.718,0.0779
2012-04-01,2,Category B,349,349,563,91000,95.718,0.0779
2012-04-01,2,Category C,160,158,261,57589,95.718,0.0779
2012-04-01,2,Category D,411,411,526,1924,95.718,0.0779
2012-04-01,2,Category E,308,295,447,92010,95.718,0.0779
2012-05-01,1,Category A,641,593,822,62600,95.917,0.0482
2012-05-01,1,Category B,354,354,545,92050,95.917,0.0482
2012-05-01,1,Category C,159,159,218,58553,95.917,0.0482
2012-05-01,1,Category D,410,410,514,2021,95.917,0.0482
2012-05-01,1,Category E,311,304,457,88990,95.917,0.0482
2012-05-01,2,Category A,630,617,945,58001,95.917,0.0482
2012-05-01,2,Category B,349,349,482,85216,95.917,0.0482
2012-05-01,2,Category C,162,161,205,57106,95.917,0.0482
2012-05-01,2,Category D,410,410,520,1890,95.917,0.0482
2012-05-01,2,Category E,321,312,544,86889,95.917,0.0482
2012-06-01,1,Category A,668,647,1004,59003,95.924,0.0517
2012-06-01,1,Category B,350,342,490,83000,95.924,0.0517
2012-06-01,1,Category C,159,155,258,54522,95.924,0.0517
2012-06-01,1,Category D,410,368,569,1912,95.924,0.0517
2012-06-01,1,Category E,315,311,526,85889,95.924,0.0517
2012-06-01,2,Category A,633,577,920,59004,95.924,0.0517
2012-06-01,2,Category B,349,346,477,85400,95.924,0.0517
2012-06-01,2,Category C,161,158,242,54502,95.924,0.0517
2012-06-01,2,Category D,410,393,517,1712,95.924,0.0517
2012-06-01,2,Category E,317,315,427,84389,95.924,0.0517
2012-07-01,1,Category A,641,613,872,59421,96.146,0.1474
2012-07-01,1,Category B,358,358,459,82289,96.146,0.1474
2012-07-01,1,Category C,164,161,234,55556,96.146,0.1474
2012-07-01,1,Category D,451,442,592,1760,96.146,0.1474
2012-07-01,1,Category E,312,295,410,86999,96.146,0.1474
2012-07-01,2,Category A,676,669,911,68656,96.146,0.1474
2012-07-01,2,Category B,353,352,549,90501,96.146,0.1474
2012-07-01,2,Category C,163,162,222,55805,96.146,0.1474
2012-07-01,2,Category D,426,425,531,1859,96.146,0.1474
2012-07-01,2,Category E,310,306,429,92700,96.146,0.1474
2012-08-01,1,Category A,421,415,724,73501,96.744,0.089
2012-08-01,1,Category B,350,345,489,94502,96.744,0.089
2012-08-01,1,Category C,183,180,241,57001,96.744,0.089
2012-08-01,1,Category D,456,453,659,2081,96.744,0.089
2012-08-01,1,Category E,260,258,354,95034,96.744,0.089
2012-08-01,2,Category A,400,391,530,66889,96.744,0.089
2012-08-01,2,Category B,351,351,532,88002,96.744,0.089
2012-08-01,2,Category C,181,178,261,59334,96.744,0.089
2012-08-01,2,Category D,448,444,535,2013,96.744,0.089
2012-08-01,2,Category E,247,238,301,93990,96.744,0.089
2012-09-01,1,Category A,399,391,518,68000,97.298,0.2963
2012-09-01,1,Category B,355,355,466,80191,97.298,0.2963
2012-09-01,1,Category C,183,177,269,57334,97.298,0.2963
2012-09-01,1,Category D,450,450,575,1801,97.298,0.2963
2012-09-01,1,Category E,245,245,349,87999,97.298,0.2963
2012-09-01,2,Category A,402,402,486,63000,97.298,0.2963
2012-09-01,2,Category B,351,349,523,88500,97.298,0.2963
2012-09-01,2,Category C,182,181,230,57809,97.298,0.2963
2012-09-01,2,Category D,450,434,566,1852,97.298,0.2963
2012-09-01,2,Category E,252,245,421,89990,97.298,0.2963
2012-10-01,1,Category A,401,399,506,69000,97.1,0.0666
2012-10-01,1,Category B,350,350,414,80001,97.1,0.0666
2012-10-01,1,Category C,186,185,221,56001,97.1,0.0666
2012-10-01,1,Category D,447,413,631,1912,97.1,0.0666
2012-10-01,1,Category E,243,242,312,86889,97.1,0.0666
2012-10-01,2,Category A,393,390,509,71001,97.1,0.0666
2012-10-01,2,Category B,353,353,540,85801,97.1,0.0666
2012-10-01,2,Category C,180,180,229,57889,97.1,0.0666
2012-10-01,2,Category D,463,462,605,1920,97.1,0.0666
2012-10-01,2,Category E,249,233,371,87000,97.1,0.0666
2012-11-01,1,Category A,395,393,621,77201,97.225,0.0981
2012-11-01,1,Category B,350,350,573,92400,97.225,0.0981
2012-11-01,1,Category C,181,180,268,59111,97.225,0.0981
2012-11-01,1,Category D,481,478,580,1959,97.225,0.0981
2012-11-01,1,Category E,244,241,401,92100,97.225,0.0981
2012-11-01,2,Category A,396,393,540,77291,97.225,0.0981
2012-11-01,2,Category B,351,342,487,93004,97.225,0.0981
2012-11-01,2,Category C,179,177,254,60235,97.225,0.0981
2012-11-01,2,Category D,448,441,523,1689,97.225,0.0981
2012-11-01,2,Category E,258,250,352,93990,97.225,0.0981
2012-12-01,1,Category A,395,378,482,78523,97.936,0.038
2012-12-01,1,Category B,350,337,493,90200,97.936,0.038
2012-12-01,1,Category C,181,168,281,63035,97.936,0.038
2012-12-01,1,Category D,450,435,602,1612,97.936,0.038
2012-12-01,1,Category E,246,233,329,97000,97.936,0.038
2012-12-01,2,Category A,395,378,499,81889,97.936,0.038
2012-12-01,2,Category B,360,360,478,93501,97.936,0.038
2012-12-01,2,Category C,182,178,242,62201,97.936,0.038
2012-12-01,2,Category D,454,440,522,1701,97.936,0.038
2012-12-01,2,Category E,250,241,406,95990,97.936,0.038
2013-01-01,1,Category A,410,409,555,92100,98.051,0.0715
2013-01-01,1,Category B,363,363,470,96210,98.051,0.0715
2013-01-01,1,Category C,193,188,244,60000,98.051,0.0715
2013-01-01,1,Category D,462,462,523,1933,98.051,0.0715
2013-01-01,1,Category E,256,256,393,96101,98.051,0.0715
2013-01-01,2,Category A,409,409,489,91010,98.051,0.0715
2013-01-01,2,Category B,351,351,452,95501,98.051,0.0715
2013-01-01,2,Category C,184,184,262,57051,98.051,0.0715
2013-01-01,2,Category D,461,461,530,1781,98.051,0.0715
2013-01-01,2,Category E,251,248,344,97889,98.051,0.0715
2013-02-01,1,Category A,335,333,418,87109,98.921,0.0657
2013-02-01,1,Category B,302,278,431,92901,98.921,0.0657
2013-02-01,1,Category C,230,230,316,54989,98.921,0.0657
2013-02-01,1,Category D,506,502,637,1782,98.921,0.0657
2013-02-01,1,Category E,238,221,295,94890,98.921,0.0657
2013-02-01,2,Category A,333,329,427,78301,98.921,0.0657
2013-02-01,2,Category B,303,299,409,92667,98.921,0.0657
2013-02-01,2,Category C,225,225,285,53489,98.921,0.0657
2013-02-01,2,Category D,506,469,589,1512,98.921,0.0657
2013-02-01,2,Category E,241,200,370,91910,98.921,0.0657
2013-03-01,1,Category A,336,329,1180,74689,98.447,0.0334
2013-03-01,1,Category B,326,326,1028,58090,98.447,0.0334
2013-03-01,1,Category C,225,223,374,53900,98.447,0.0334
2013-03-01,1,Category D,510,510,669,1895,98.447,0.0334
2013-03-01,1,Category E,255,248,1036,65001,98.447,0.0334
2013-03-01,2,Category A,337,337,923,64209,98.447,0.0334
2013-03-01,2,Category B,307,300,940,73900,98.447,0.0334
2013-03-01,2,Category C,225,225,312,54111,98.447,0.0334
2013-03-01,2,Category D,543,543,634,1909,98.447,0.0334
2013-03-01,2,Category E,279,277,635,73301,98.447,0.0334
2013-04-01,1,Category A,341,339,966,61029,97.687,0.101
2013-04-01,1,Category B,302,287,835,67010,97.687,0.101
2013-04-01,1,Category C,227,227,334,56011,97.687,0.101
2013-04-01,1,Category D,506,412,680,1812,97.687,0.101
2013-04-01,1,Category E,245,244,450,66989,97.687,0.101
2013-04-01,2,Category A,333,333,993,62497,97.687,0.101
2013-04-01,2,Category B,310,281,683,62000,97.687,0.101
2013-04-01,2,Category C,225,218,354,58502,97.687,0.101
2013-04-01,2,Category D,506,505,545,1791,97.687,0.101
2013-04-01,2,Category E,240,227,421,62000,97.687,0.101
2013-05-01,1,Category A,336,329,912,62999,97.331,0.0537
2013-05-01,1,Category B,317,317,601,61700,97.331,0.0537
2013-05-01,1,Category C,225,223,312,57051,97.331,0.0537
2013-05-01,1,Category D,600,595,719,1700,97.331,0.0537
2013-05-01,1,Category E,239,238,447,62301,97.331,0.0537
2013-05-01,2,Category A,333,324,888,64839,97.331,0.0537
2013-05-01,2,Category B,332,329,749,67304,97.331,0.0537
2013-05-01,2,Category C,233,232,288,56889,97.331,0.0537
2013-05-01,2,Category D,507,459,642,1663,97.331,0.0537
2013-05-01,2,Category E,251,239,466,66701,97.331,0.0537
2013-06-01,1,Category A,341,336,855,67301,97.53,0.0478
2013-06-01,1,Category B,302,274,732,75000,97.53,0.0478
2013-06-01,1,Category C,227,226,292,57989,97.53,0.0478
2013-06-01,1,Category D,511,479,616,1701,97.53,0.0478
2013-06-01,1,Category E,239,189,534,76000,97.53,0.0478
2013-06-01,2,Category A,342,341,788,69903,97.53,0.0478
2013-06-01,2,Category B,305,304,734,81751,97.53,0.0478
2013-06-01,2,Category C,227,221,289,59001,97.53,0.0478
2013-06-01,2,Category D,554,534,647,1712,97.53,0.0478
2013-06-01,2,Category E,251,250,466,83001,97.53,0.0478
2013-07-01,1,Category A,338,328,716,73100,98.255,0.0522
2013-07-01,1,Category B,331,325,652,77110,98.255,0.0522
2013-07-01,1,Category C,226,226,301,61011,98.255,0.0522
2013-07-01,1,Category D,538,536,679,1610,98.255,0.0522
2013-07-01,1,Category E,288,284,485,77000,98.255,0.0522
2013-07-01,2,Category A,334,332,621,73989,98.255,0.0522
2013-07-01,2,Category B,303,301,574,76389,98.255,0.0522
2013-07-01,2,Category C,232,226,335,65036,98.255,0.0522
2013-07-01,2,Category D,526,516,652,1712,98.255,0.0522
2013-07-01,2,Category E,240,237,425,76802,98.255,0.0522
2013-08-01,1,Category A,373,371,754,75556,98.591,0.0308
2013-08-01,1,Category B,380,373,682,77600,98.591,0.0308
2013-08-01,1,Category C,258,257,364,68251,98.591,0.0308
2013-08-01,1,Category D,482,481,568,1792,98.591,0.0308
2013-08-01,1,Category E,264,261,407,77989,98.591,0.0308
2013-08-01,2,Category A,366,360,596,76223,98.591,0.0308
2013-08-01,2,Category B,375,371,627,76607,98.591,0.0308
2013-08-01,2,Category C,263,257,385,71001,98.591,0.0308
2013-08-01,2,Category D,491,449,615,1722,98.591,0.0308
2013-08-01,2,Category E,264,264,385,79223,98.591,0.0308
2013-09-01,1,Category A,366,365,609,77304,98.738,0.0522
2013-09-01,1,Category B,381,378,623,77100,98.738,0.0522
2013-09-01,1,Category C,258,254,340,73999,98.738,0.0522
2013-09-01,1,Category D,481,481,569,1660,98.738,0.0522
2013-09-01,1,Category E,263,181,431,80000,98.738,0.0522
2013-09-01,2,Category A,370,361,654,83751,98.738,0.0522
2013-09-01,2,Category B,377,368,703,86239,98.738,0.0522
2013-09-01,2,Category C,263,257,321,76001,98.738,0.0522
2013-09-01,2,Category D,523,521,579,1703,98.738,0.0522
2013-09-01,2,Category E,261,253,459,87001,98.738,0.0522
2013-10-01,1,Category A,365,361,615,85000,99.313,0.0318
